MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5C,Renewable energy,450000,112500,562500,80%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,500000,293650.79,793650.79,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,900000,426984.12,1326984.12,67.82%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,500000,293650.79,793650.79,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P6,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),VOID,M07,Basic services,FA_6C,ICT,8000000,4698412.7,12698412.7,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M04,Physical Investment,FA_6A,"Diversification, SMEs and job creation",4000000,2349206.35,6349206.35,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation",3100000,1820634.92,4920634.92,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M08,Forest,FA_6A,"Diversification, SMEs and job creation",1000000,587301.59,1587301.59,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,12900000,7576190.48,20476190.48,63%
FR,France,2014FR06RDRP054,3.1,Poitou-Charentes - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,30780000,7695000,38475000,80%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,3000000,2660377.36,5660377.36,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,1050000,931132.08,1981132.08,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,4000000,3547169.81,7547169.81,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,50750000,45004716.98,95754716.98,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,55000000,13750000,68750000,80%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M08,Forest,FA_2A,Farm performance,1950000,1729245.28,3679245.28,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,450000,399056.6,849056.6,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_3A,Competitiveness of producers,500000,443396.23,943396.23,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,4500000,3990566.04,8490566.04,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,20000000,17735849.06,37735849.06,53%
FR,France,2014FR16M2OP007,3,Lorraine et Vosges - ERDF/ESF,ERDF,10,TA,Technical Assistance,Technical Assistance,More developed,VOID,VOID,VOID,VOID,164496,164496,328992,50%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,7500000,6650943.4,14150943.4,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,23615669,7871889.67,31487558.67,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,18000000,6000000,24000000,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,50000,16666.67,66666.67,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,122051868,40683956,162735824,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,7500000,6650943.4,14150943.4,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,23615669,7871889.67,31487558.67,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,18000000,6000000,24000000,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,50000,16666.67,66666.67,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,122051868,40683956,162735824,75%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,2000000,1773584.91,3773584.91,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,55800000,49483018.87,105283018.87,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,4000000,3547169.81,7547169.81,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation",3750000,3325471.7,7075471.7,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,14462741,12825449.57,27288190.57,53%
FR,France,2014FR06RDRP072,4.1,Aquitaine - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,31676800,28090747.17,59767547.17,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,13000000,11528301.89,24528301.89,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,3000000,2660377.36,5660377.36,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2B,New farmers,7000000,6207547.17,13207547.17,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,4000000,3547169.81,7547169.81,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,9000000,7981132.08,16981132.08,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,87000000,77150943.39,164150943.39,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2A,Farm performance,3000000,2660377.36,5660377.36,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,80000000,20000000,100000000,80%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,4000000,3547169.81,7547169.81,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,5000000,4433962.26,9433962.26,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,21000000,18622641.51,39622641.51,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,500000,443396.23,943396.23,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M07,Basic services,FA_P4,Priority 4,3000000,2660377.36,5660377.36,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,33660651,11220217,44880868,75%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,32529171.5,10843057.17,43372228.67,75%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,50000,44339.62,94339.62,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,398283339.5,132761113.15,531044452.65,75%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,500000,443396.23,943396.23,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M07,Basic services,FA_P4,Priority 4,3000000,2660377.36,5660377.36,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,33660651,11220217,44880868,75%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,32529171.5,10843057.17,43372228.67,75%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,50000,44339.62,94339.62,53%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,398283339.5,132761113.15,531044452.65,75%
FR,France,2014FR06RDRP073,5,Midi-Pyrénées - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,1000000,886792.45,1886792.45,53%
